converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS
no,8,13,0,272,0,46,21,yes,no,0,0,0,0,no,no,25,2131,yes,no
no,1,3,0,0,0,0,2,no,no,0,0,0,0,yes,yes,0,2192,no,no
no,1,1,0,0,0,0,15,no,no,0,0,0,0,yes,yes,4,3562,no,no
no,6,20,5,91,0,67,0,no,no,2,0,0,2,no,no,0,3258,yes,no
yes,2,15,0,0,0,0,328,no,no,0,0,0,0,no,no,11,2557,no,no
no,1,2,0,169,0,88,17,yes,no,0,0,0,0,no,no,10,2619,no,no
no,7,15,11,0,7,48,17,yes,no,0,0,2,0,yes,no,8,4108,yes,no
no,4,20,0,0,0,0,51,no,no,0,0,0,0,no,no,19,2404,no,no
yes,9,21,0,158,2,101,67,no,no,3,0,0,0,yes,no,24,3197,yes,no
no,5,4,0,118,6,56,47,no,no,0,0,0,0,no,yes,4,3715,yes,no
no,2,21,0,0,0,8,0,no,no,1,0,0,0,no,yes,9,3105,no,no
no,6,15,1,0,1,0,4,yes,no,0,0,0,0,no,no,5,2892,yes,no
no,6,13,11,161,0,71,5,yes,no,3,0,0,0,yes,no,2,3319,yes,yes
no,8,11,0,0,0,20,6,no,no,0,0,0,0,yes,yes,12,2254,yes,no
no,2,2,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2647,yes,no
no,4,23,1,171,0,28,0,no,no,0,0,0,0,no,yes,11,3227,yes,no
no,9,17,0,184,0,81,0,yes,no,0,0,0,0,no,no,6,2343,yes,no
no,10,16,5,166,8,53,177,yes,no,13,0,0,0,no,no,6,2343,no,no
no,10,19,0,0,0,0,0,yes,no,0,0,0,0,no,no,6,3865,yes,no
no,4,18,0,0,0,0,0,yes,no,0,0,2,1,no,yes,5,3074,yes,no
no,5,20,0,29,0,78,44,yes,no,0,0,0,3,yes,yes,24,2678,yes,no
no,8,9,0,176,0,70,43,no,no,3,0,0,0,yes,yes,8,2708,yes,no
no,9,20,1,118,0,46,0,no,no,0,0,0,0,no,no,10,3715,yes,yes
no,3,1,0,45,0,0,0,yes,no,0,0,0,2,no,no,2,2800,yes,yes
no,5,11,0,0,0,27,423,yes,no,0,0,0,0,no,no,17,1858,yes,no
no,1,1,0,0,0,0,1,no,no,0,0,0,0,no,no,11,2496,yes,no
no,7,14,0,96,0,3,0,no,no,0,0,0,0,no,no,7,2223,no,no
no,1,1,0,50,0,0,2,no,no,0,0,0,0,no,no,20,2254,yes,no
no,4,11,0,53,0,33,23,yes,no,0,0,0,1,yes,no,7,1461,yes,no
no,6,23,14,490,0,98,139,no,no,0,0,0,0,yes,no,13,1644,yes,no
no,9,21,0,322,0,55,182,yes,no,2,0,0,0,yes,no,20,2527,yes,yes
no,6,12,0,268,0,90,1,no,no,0,0,0,0,yes,no,5,1736,yes,no
no,1,8,0,95,0,1,0,no,no,0,0,0,0,no,yes,9,3743,yes,yes
no,2,22,0,114,4,100,6,no,no,15,0,0,0,no,no,29,2192,yes,no
no,10,14,0,0,0,0,0,no,no,0,0,0,0,yes,yes,2,2404,yes,no
yes,9,25,13,416,11,104,447,no,no,2,0,1,5,no,no,4,3865,yes,no
no,4,23,0,0,0,0,0,no,no,0,0,0,0,no,yes,12,2254,yes,no
no,7,15,0,0,0,0,0,yes,no,0,0,0,0,no,yes,9,2861,no,yes
yes,5,11,0,0,0,2,43,no,no,0,0,0,0,yes,no,14,2984,yes,no
yes,8,15,0,0,0,0,3,no,no,0,0,1,0,no,yes,4,1766,yes,no
no,9,5,0,25,0,8,0,yes,no,0,0,0,8,yes,no,11,1889,yes,no
no,7,10,0,170,0,34,0,no,no,0,0,0,0,no,yes,10,3135,yes,no
no,5,14,6,0,2,43,347,no,no,0,0,12,0,yes,no,18,2223,yes,no
no,7,15,0,0,0,0,0,no,no,0,0,0,0,no,no,11,2800,yes,no
no,7,11,0,0,0,17,0,no,no,0,0,2,0,no,no,11,3562,yes,no
no,3,1,0,0,0,0,0,no,no,0,0,0,0,yes,yes,6,2466,no,yes
yes,3,12,0,22,0,0,12,no,no,0,0,0,0,no,no,23,2039,yes,no
no,8,16,0,125,3,95,43,no,no,0,0,0,13,yes,no,11,1583,yes,no
no,3,22,3,0,0,14,187,yes,yes,9,0,0,0,no,no,14,2282,yes,no
no,7,25,0,0,0,64,4,no,no,3,0,0,0,no,no,4,3166,yes,yes
no,10,20,13,351,4,55,5,yes,no,2,0,0,0,yes,no,0,2039,yes,no
no,9,15,0,289,0,72,4,no,no,3,0,0,0,no,no,5,2131,yes,no
no,6,9,0,0,0,0,1,no,no,0,0,0,0,yes,no,5,2254,no,no
no,9,10,10,0,0,23,13,yes,no,0,0,0,32,yes,no,10,3013,yes,no
no,6,16,0,308,0,92,0,no,no,1,0,0,0,no,no,5,2588,no,no
no,10,12,4,14,1,100,24,yes,no,6,0,0,1,no,no,7,2254,yes,no
no,8,16,0,245,0,55,85,no,no,14,0,0,0,no,yes,7,3623,yes,no
no,6,23,9,15,0,26,24,yes,no,7,0,44,27,no,no,6,2039,yes,no
no,7,13,0,62,0,83,231,no,no,11,0,4,12,yes,no,1,1674,yes,no
yes,6,10,2,0,1,0,111,yes,no,0,0,7,0,no,no,11,3470,yes,no
no,4,8,0,0,3,0,280,no,no,0,0,0,0,yes,no,7,2496,yes,yes
no,5,7,0,58,0,0,0,no,no,7,0,0,0,yes,yes,4,3074,yes,no
no,6,1,0,0,0,0,22,no,no,0,0,0,0,no,no,24,3531,yes,no
no,10,25,7,26,7,32,257,yes,no,0,0,0,0,yes,no,0,2254,yes,no
yes,3,3,0,77,0,8,9,no,no,1,0,0,0,no,yes,7,2892,yes,no
yes,2,3,2,0,0,0,458,yes,no,0,0,0,0,yes,no,21,2466,yes,no
no,9,16,0,52,0,0,17,no,no,0,0,0,0,no,no,21,3258,yes,no
no,1,1,0,0,0,0,0,yes,no,0,0,0,0,no,yes,8,2404,yes,no
no,6,12,0,0,3,2,308,yes,no,0,0,0,3,yes,no,8,2162,yes,no
no,8,4,1,0,0,0,0,no,no,0,0,0,0,no,no,6,3774,no,no
no,2,23,0,0,0,0,0,yes,no,0,0,0,0,no,yes,7,1400,no,no
yes,7,15,0,98,0,27,2,no,no,2,0,0,0,yes,yes,25,3439,yes,no
no,7,1,0,102,1,120,123,no,no,3,0,0,0,yes,no,0,2162,no,no
yes,8,5,2,137,0,12,0,yes,no,1,0,0,0,no,no,8,2343,yes,no
yes,4,4,0,0,0,0,181,no,no,0,0,0,0,no,no,6,2192,yes,no
no,4,16,0,164,0,61,0,no,no,0,0,0,0,no,yes,12,3258,yes,no
no,9,6,0,82,0,33,0,yes,no,0,0,0,2,yes,yes,1,1917,no,yes
no,10,10,3,0,0,0,0,yes,no,0,0,0,1,yes,yes,8,3409,yes,no
no,9,26,0,250,0,60,0,no,no,11,0,0,0,yes,yes,2,2922,yes,no
no,9,22,14,62,7,103,33,yes,no,1,0,6,6,no,no,2,2619,yes,no
no,10,15,0,0,0,10,148,yes,no,4,2,9,25,no,no,8,2588,yes,no
yes,9,19,0,9,2,51,14,no,no,0,0,0,0,yes,no,28,3835,yes,no
no,9,12,0,146,0,19,2,yes,no,0,0,0,0,no,no,38,2922,yes,no
no,9,28,2,35,5,8,55,yes,no,0,0,1,1,no,no,2,2496,yes,no
no,2,7,0,1,0,0,0,no,no,0,0,0,0,no,yes,4,3409,yes,no
no,7,6,0,0,0,0,1,no,no,0,0,0,0,yes,no,9,2313,yes,no
no,2,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,2,3653,yes,no
no,8,9,0,275,0,26,36,no,no,12,0,0,0,no,no,6,1766,yes,no
no,3,6,0,28,0,39,0,yes,yes,0,0,0,0,no,no,3,2769,yes,yes
no,10,16,8,247,1,66,40,no,no,3,0,0,11,no,no,20,1948,yes,no
no,10,18,0,278,0,96,53,no,no,4,0,0,0,yes,no,22,2404,yes,no
no,1,5,0,0,0,0,12,no,no,0,0,0,0,no,no,20,2984,yes,no
no,8,20,0,3,7,33,74,no,no,0,0,0,0,no,no,8,2769,yes,no
no,4,11,0,415,0,75,0,no,no,21,0,0,0,no,no,0,1158,yes,yes
yes,9,24,5,18,0,1,7,no,no,0,0,0,26,no,no,9,3409,yes,no
no,2,2,0,34,2,2,21,no,no,0,0,0,0,no,no,8,3105,yes,no
no,10,9,0,158,0,0,89,yes,no,0,0,0,0,no,no,10,2313,yes,no
no,6,15,14,162,0,14,0,yes,no,2,0,6,1,no,no,1,4080,yes,no
yes,9,17,0,97,1,44,315,no,no,0,0,0,0,no,no,35,2192,no,no
no,5,9,0,70,0,0,0,yes,no,0,0,0,0,no,no,1,2892,yes,no
no,10,15,0,0,3,0,5,yes,no,0,0,4,0,no,no,2,2435,yes,no
no,7,6,0,0,0,0,0,no,no,0,0,0,0,no,no,7,1400,no,no
no,9,3,0,92,1,70,14,yes,no,3,0,0,0,no,no,23,3013,yes,no
no,9,24,0,1,0,5,0,no,no,0,0,0,0,no,yes,6,3653,yes,no
no,10,9,0,100,0,70,0,no,no,0,0,0,0,yes,yes,9,3105,yes,no
no,1,7,0,52,0,25,1,no,no,0,0,0,0,no,no,2,2861,no,no
no,7,14,0,80,0,58,50,yes,no,1,0,27,3,no,no,3,1613,yes,no
no,7,18,0,215,0,39,83,no,no,3,0,0,1,no,no,4,2466,no,no
no,10,25,0,105,6,46,238,no,no,9,0,0,0,no,no,10,2101,yes,no
no,7,13,0,74,0,66,21,no,no,32,0,0,0,no,no,12,3044,yes,no
no,9,12,0,167,0,18,4,no,no,76,7,0,0,yes,yes,9,2343,yes,no
no,7,13,0,144,0,2,0,no,no,0,0,0,0,yes,yes,3,3927,yes,no
no,9,25,0,51,0,14,77,no,no,8,0,0,0,yes,no,5,2009,yes,no
no,7,19,0,26,0,0,0,yes,no,0,0,0,0,no,yes,5,1583,yes,no
no,2,1,0,174,0,3,0,no,no,5,0,0,0,no,yes,1,2708,no,no
no,2,1,0,0,0,0,14,no,no,0,0,0,0,no,no,4,3592,yes,no
no,6,7,0,21,0,43,0,yes,no,0,0,0,0,no,yes,11,3957,yes,no
no,7,12,1,187,0,50,5,no,no,31,0,0,1,no,no,10,3531,yes,no
no,3,5,3,16,0,16,0,no,no,0,0,6,0,yes,yes,9,4049,yes,no
no,10,21,19,239,0,53,3,yes,no,1,0,196,5,no,no,10,1917,yes,no
no,9,17,0,123,0,1,1,no,no,47,0,0,0,no,no,4,2739,no,no
no,5,2,0,0,0,0,2,no,no,0,0,0,0,no,no,0,1674,yes,no
yes,10,18,15,91,0,32,5,no,no,0,0,0,0,no,no,29,1797,yes,no
no,10,15,0,0,0,0,0,no,no,0,0,0,0,no,no,6,2496,yes,no
no,10,23,0,75,3,79,177,yes,yes,2,0,0,0,yes,no,10,2313,yes,no
no,7,21,11,79,0,82,72,yes,no,13,0,0,41,no,no,6,2009,yes,no
no,9,27,0,0,4,0,45,yes,no,0,0,0,0,yes,no,4,3166,yes,no
no,8,20,0,206,0,36,8,no,yes,35,0,0,0,yes,no,8,1736,no,no
no,5,3,3,0,0,0,0,no,no,0,0,0,0,no,no,8,3592,yes,no
yes,5,8,0,0,3,0,226,no,no,2,0,0,0,yes,no,6,2313,yes,yes
no,6,11,0,0,0,0,1,no,no,0,0,3,0,no,yes,17,1766,yes,no
no,3,6,0,42,0,18,1,no,no,0,0,1,0,yes,no,15,3684,yes,no
yes,8,3,0,1,0,0,321,no,no,0,0,0,0,no,no,5,1948,yes,no
no,8,11,0,56,0,67,1,no,no,2,0,0,0,no,no,8,2708,yes,no
no,6,12,0,66,0,64,62,no,no,11,0,0,0,yes,yes,11,2769,yes,no
no,4,1,1,0,0,3,43,no,no,2,0,0,0,no,no,2,1705,yes,no
no,1,1,0,0,0,0,0,no,no,0,0,20,4,no,yes,1,2404,yes,no
no,7,15,1,146,0,93,0,yes,no,4,0,4,1,yes,yes,6,2131,yes,no
yes,7,20,0,1,0,0,0,no,no,0,0,0,3,no,yes,8,2557,no,no
no,1,1,0,0,0,0,4,no,no,0,0,0,0,no,yes,3,2404,no,no
no,4,4,2,247,0,28,8,no,yes,8,0,0,3,no,no,8,3378,no,no
no,4,9,0,32,0,0,5,no,no,0,0,0,0,no,no,18,1917,yes,no
no,7,1,0,6,0,0,3,yes,no,0,1,0,0,yes,no,10,2223,no,no
no,7,10,0,0,0,1,151,no,no,0,0,0,0,yes,no,21,2101,yes,no
no,2,10,0,199,0,30,3,no,no,11,0,0,0,yes,no,8,1858,yes,no
yes,5,15,0,0,0,8,0,no,no,0,0,0,0,no,no,12,4108,yes,no
no,1,1,0,42,0,47,0,no,no,0,0,0,0,no,yes,8,3197,yes,no
no,9,18,0,28,0,50,111,yes,no,0,2,0,0,yes,no,2,1644,yes,no
no,6,8,0,2,2,0,2,no,no,3,0,0,0,no,yes,33,3013,yes,no
no,10,22,14,72,0,79,0,no,no,10,4,0,8,no,no,1,2800,yes,no
yes,5,3,0,0,0,0,331,no,no,2,0,0,0,yes,yes,22,3592,yes,no
no,4,3,0,39,0,25,22,no,no,0,0,0,0,yes,no,9,2953,yes,no
no,8,12,3,53,0,58,10,yes,no,0,0,0,0,no,no,9,2831,yes,no
no,5,9,1,52,0,0,0,yes,no,2,0,12,0,yes,yes,10,3531,yes,no
no,8,24,2,204,1,75,5,yes,no,0,0,0,1,no,yes,9,1644,yes,no
no,2,3,0,114,0,62,0,no,no,0,0,0,2,no,no,1,1858,no,no
yes,7,5,0,0,0,0,0,no,no,0,0,0,0,no,yes,1,2009,no,no
no,9,17,0,5,4,0,333,no,no,0,0,0,0,no,no,1,2313,yes,no
no,8,15,0,0,0,27,0,yes,no,0,0,21,0,yes,no,2,3684,yes,yes
no,9,15,0,32,0,1,378,no,no,0,0,0,0,yes,no,23,1552,yes,no
no,7,7,0,4,0,0,0,no,no,0,0,0,0,yes,no,8,2009,yes,no
no,7,15,1,11,0,9,0,no,no,1,0,0,0,no,no,11,3044,yes,no
no,8,14,0,0,0,0,4,no,no,0,0,0,0,no,no,5,2647,yes,no
no,3,1,0,0,0,0,20,yes,no,4,0,0,11,no,no,4,1400,no,no
no,8,17,0,13,1,73,384,yes,no,28,0,9,3,yes,no,11,2739,yes,no
no,10,12,0,0,0,2,1,yes,no,0,0,0,0,no,yes,6,1339,yes,no
no,2,16,0,3,0,62,4,no,no,0,2,0,0,yes,no,6,3988,yes,no
yes,10,21,0,25,0,33,0,no,no,0,0,0,0,yes,no,7,3135,yes,no
yes,7,18,12,0,0,0,1,no,no,0,0,1,0,no,no,15,2708,yes,no
no,1,18,0,33,0,22,192,no,no,18,0,0,0,no,yes,1,1766,no,no
no,10,20,10,46,0,14,0,yes,no,0,0,0,0,no,no,4,3623,yes,no
no,10,23,18,203,0,23,1,no,no,17,0,3,0,no,no,8,2343,yes,no
no,6,7,0,216,7,62,127,no,no,55,0,0,0,yes,no,6,2192,yes,no
no,5,13,0,286,8,75,16,no,no,0,0,5,0,yes,no,1,2739,yes,no
no,1,2,0,56,0,18,0,no,no,0,0,0,4,no,yes,1,2192,no,no
no,6,3,1,0,0,0,0,yes,no,0,0,0,0,no,yes,9,2435,yes,no
no,9,4,0,0,0,0,0,no,no,3,0,0,0,yes,no,5,2374,yes,no
no,5,10,0,39,0,1,0,no,no,11,0,0,0,no,yes,3,3623,no,no
no,6,13,0,4,1,60,69,yes,no,30,0,0,0,no,no,1,2557,yes,no
no,10,13,0,87,0,16,22,no,no,4,0,0,0,yes,no,8,1400,yes,no
no,9,2,0,0,0,43,1,no,no,0,0,0,0,no,yes,5,2162,no,no
no,5,15,0,24,1,76,7,no,no,0,0,0,0,no,no,22,2254,yes,no
no,2,16,0,305,0,42,371,no,no,26,24,0,0,yes,no,10,1917,yes,no
no,3,7,5,0,2,0,111,yes,no,0,0,0,0,no,yes,9,1096,yes,no
yes,7,12,0,14,0,0,0,no,no,3,0,0,0,no,no,8,2070,yes,no
no,7,6,3,54,0,49,211,yes,no,0,0,0,0,yes,yes,15,2435,yes,no
no,9,12,0,0,0,0,5,no,no,0,0,0,0,yes,no,10,1917,yes,no
no,7,6,0,0,0,0,9,no,no,0,0,0,0,no,no,10,2343,yes,no
no,8,8,6,156,0,94,3,no,no,21,0,0,0,no,yes,10,1889,yes,no
no,9,15,0,0,4,1,13,no,no,0,0,0,1,no,no,7,3988,yes,no
no,8,16,0,0,0,0,0,no,no,0,0,0,0,yes,yes,0,3319,yes,no
no,9,16,0,167,12,53,14,no,no,5,0,0,0,no,no,5,3044,no,no
no,7,10,0,0,0,0,0,no,no,0,0,0,0,no,yes,5,2192,no,no
no,10,17,1,0,0,0,5,yes,no,0,0,0,0,no,yes,7,3288,yes,yes
no,5,23,5,0,0,0,46,yes,no,0,0,0,0,no,no,5,3105,yes,no
no,2,3,0,160,1,84,14,no,no,0,0,0,0,no,no,22,2861,yes,no
no,9,21,2,0,1,2,18,no,no,2,0,16,0,yes,no,9,1797,yes,no
yes,7,17,0,38,0,3,165,yes,no,4,0,0,0,no,no,5,1917,yes,no
no,9,2,0,16,0,42,3,yes,no,0,0,1,0,yes,no,8,3957,yes,no
no,9,19,10,2,0,0,11,no,no,0,0,0,0,no,no,27,1948,yes,no
no,5,17,8,41,8,94,10,yes,yes,0,0,5,0,no,yes,11,2192,yes,no
no,7,19,0,25,0,0,0,no,no,1,0,0,6,yes,yes,1,3319,yes,no
no,6,5,0,30,0,39,0,no,no,2,0,0,0,no,no,11,2192,no,yes
no,10,21,0,532,0,88,2,no,no,18,0,0,0,yes,no,6,2009,yes,no
no,9,25,0,184,1,45,32,no,no,4,0,0,0,no,yes,15,2039,yes,no
no,2,3,0,73,0,8,180,no,no,0,0,0,0,no,no,5,1217,no,no
no,3,9,0,0,0,5,3,no,no,0,0,0,0,no,no,7,2861,yes,no
no,3,4,0,54,0,0,0,yes,no,0,0,0,0,no,yes,2,1858,yes,no
no,5,14,0,0,0,0,0,no,no,0,0,0,0,no,yes,10,3865,yes,yes
no,2,1,0,0,0,0,0,no,no,0,0,0,0,no,no,3,2708,yes,no
no,3,18,0,147,12,59,46,yes,no,1,0,0,0,no,no,10,1613,yes,no
yes,4,15,0,144,4,71,65,yes,no,0,0,0,0,no,yes,9,2039,yes,no
no,4,11,0,52,1,84,50,no,no,0,0,0,0,yes,no,10,2404,yes,no
no,8,3,0,42,0,22,0,no,no,0,0,0,0,yes,yes,6,3044,no,no
no,2,14,0,118,8,47,18,no,no,1,0,0,0,yes,yes,11,2374,yes,no
yes,10,19,13,4,1,69,8,yes,no,4,0,0,0,no,yes,12,2162,yes,no
no,9,20,6,23,12,31,59,yes,no,0,0,0,0,no,no,11,1917,yes,no
no,10,8,2,56,0,0,0,yes,no,0,0,0,0,no,no,9,1552,yes,no
no,8,28,0,0,1,1,62,yes,no,0,0,0,0,no,yes,3,2039,yes,no
no,9,7,0,54,0,50,0,no,no,4,0,0,0,no,yes,11,2678,no,no
yes,10,22,5,422,4,16,32,yes,no,48,0,0,0,yes,yes,9,3288,yes,no
no,10,20,0,0,1,7,36,no,no,0,0,0,1,no,no,8,2254,yes,no
no,4,20,0,0,0,1,0,no,no,0,0,0,0,no,no,2,4018,yes,no
no,4,19,0,205,0,4,0,yes,no,0,0,0,0,no,no,8,2374,no,no
no,8,14,0,0,0,1,3,no,no,1,0,0,4,no,yes,5,4018,yes,no
no,4,5,4,0,0,0,96,yes,no,1,0,1,2,yes,no,6,1644,yes,no
no,10,25,0,144,0,9,4,yes,no,0,0,0,0,yes,yes,4,2739,yes,no
no,8,12,0,31,0,56,0,no,no,0,6,0,0,no,no,9,3409,yes,no
yes,10,13,0,51,0,0,10,no,no,0,0,0,0,yes,no,17,2861,yes,no
no,6,1,0,0,0,6,410,no,no,0,0,0,0,yes,no,8,1948,yes,yes
no,8,6,3,155,3,47,32,yes,no,0,0,0,7,no,no,2,2131,no,no
no,7,20,2,0,0,0,0,yes,no,0,0,0,1,no,no,7,3988,yes,no
no,2,15,0,0,0,8,0,no,no,0,0,0,0,no,no,10,2039,yes,no
no,10,24,0,0,0,28,1,yes,no,16,0,0,0,yes,yes,24,2009,yes,no
yes,8,5,0,0,0,0,13,no,no,0,0,0,0,no,yes,24,2039,yes,no
yes,7,13,0,0,0,0,343,no,no,1,0,0,0,yes,no,11,2557,yes,no
no,9,5,2,0,0,0,0,no,no,0,0,0,0,no,no,10,2435,no,no
yes,2,11,0,224,0,82,1,no,no,0,0,0,0,no,no,11,1461,yes,no
no,8,1,0,0,0,0,0,no,no,0,0,0,0,no,no,7,2647,yes,no
no,5,9,0,186,0,3,21,yes,no,2,0,0,0,no,no,21,1158,yes,yes
no,6,17,0,531,0,121,26,no,yes,6,0,0,0,no,no,1,2619,yes,no
no,3,20,0,167,1,8,1,yes,no,18,0,0,0,yes,no,21,2404,yes,no
no,9,16,0,0,0,15,0,no,no,0,0,11,10,no,no,2,2466,yes,no
no,8,19,0,289,0,89,35,yes,no,0,0,0,0,yes,no,15,2466,yes,no
no,9,10,0,0,0,2,167,no,no,1,0,0,0,no,no,21,2496,yes,no
yes,5,12,2,186,0,111,0,yes,no,0,0,17,0,no,no,2,3439,yes,no
no,6,15,0,0,0,45,0,yes,no,0,0,0,1,no,no,4,1552,yes,no
no,5,10,0,160,0,84,12,no,no,0,0,0,0,yes,yes,11,2739,no,no
no,2,2,0,288,0,58,0,no,no,12,0,0,0,no,yes,2,2984,no,no
no,6,15,0,0,0,39,0,yes,no,0,0,0,0,no,no,10,3319,yes,no
no,10,5,0,23,0,90,0,no,no,3,0,0,11,yes,yes,3,1978,no,no
no,6,3,1,192,0,79,7,yes,no,0,0,17,3,no,no,8,2254,yes,yes
no,8,17,0,214,0,32,0,yes,no,13,0,0,0,yes,no,2,1978,yes,no
no,8,11,0,310,0,24,0,no,no,32,0,0,0,no,no,11,3409,yes,no
no,10,22,9,100,11,102,182,yes,no,28,0,0,0,no,no,10,1858,yes,no
yes,4,3,0,0,0,0,0,no,no,0,1,0,0,no,no,5,3470,no,no
no,10,27,1,0,1,5,7,yes,no,0,0,0,0,no,no,5,2162,yes,no
no,8,19,0,123,0,0,0,no,no,3,0,0,0,no,no,10,1917,yes,no
yes,5,22,5,91,0,46,88,yes,no,2,0,0,22,no,yes,19,3105,no,no
no,2,15,0,30,0,48,228,no,no,0,0,0,0,yes,yes,10,1492,yes,yes
no,3,2,0,0,0,0,0,no,no,0,0,0,0,no,no,6,2404,yes,no
no,9,11,1,271,0,55,0,yes,no,0,0,0,2,no,no,6,2769,yes,no
no,9,15,0,97,6,97,15,no,no,5,0,0,0,no,no,4,2343,no,no
no,4,3,0,0,0,0,0,no,no,0,0,3,0,yes,yes,2,3623,no,no
no,3,2,2,4,1,37,471,no,no,0,0,0,0,yes,yes,22,2769,yes,no
no,5,1,0,19,0,5,0,no,no,0,0,0,0,no,no,3,3835,no,no
no,3,10,0,0,0,16,13,no,no,0,0,0,0,no,no,5,2557,yes,no
no,7,10,0,0,11,3,46,no,no,29,0,0,0,no,no,24,2588,yes,no
no,10,16,0,100,0,77,0,yes,no,1,0,0,27,no,no,1,2070,yes,no
no,7,9,0,299,7,89,61,no,no,0,0,21,0,yes,no,2,1948,yes,no
no,8,2,2,116,2,12,419,no,no,0,0,0,0,no,no,18,2101,yes,no
no,1,1,0,0,0,0,0,yes,no,0,0,0,0,no,no,1,3013,yes,no
no,9,19,0,7,0,2,0,yes,no,0,0,0,0,no,no,6,3013,yes,no
no,1,1,0,13,0,18,15,yes,no,4,0,0,0,no,no,4,2739,yes,no
no,4,22,5,0,0,0,12,no,no,0,0,0,0,yes,no,17,1948,yes,yes
no,8,3,0,0,0,0,0,yes,no,1,0,0,0,no,no,6,2374,yes,no
no,7,5,0,0,0,0,0,no,no,0,0,0,0,yes,no,9,3623,yes,yes
no,5,10,0,0,0,4,327,no,no,9,0,0,0,no,no,16,1889,no,no
no,3,14,0,0,0,0,45,yes,no,0,0,0,0,no,no,12,1492,yes,no
no,6,5,0,0,0,0,11,no,no,0,0,0,0,no,no,0,2192,yes,no
yes,9,16,9,4,0,44,206,yes,no,4,0,0,0,yes,no,12,3653,yes,yes
no,6,18,0,135,0,105,9,yes,no,0,0,2,5,no,no,2,1917,yes,no
no,7,1,0,0,6,12,44,no,no,0,0,0,0,yes,no,10,2101,yes,no
no,7,8,0,219,0,81,9,no,no,147,0,21,15,yes,yes,10,1766,yes,no
no,10,22,15,276,1,52,62,no,no,10,0,0,0,no,no,8,2861,yes,yes
no,5,18,8,320,0,116,6,yes,no,0,0,0,5,no,no,4,3531,yes,no
no,7,18,0,0,0,0,0,no,no,0,0,0,0,yes,no,10,1978,yes,no
no,9,16,0,181,0,33,36,no,no,2,0,3,0,no,yes,12,3197,yes,no
no,3,7,0,162,0,85,11,no,no,0,0,0,0,no,yes,17,3865,no,no
no,6,12,0,119,0,0,0,yes,no,13,0,0,0,no,no,5,3684,yes,no
no,8,14,0,143,0,13,0,no,no,0,0,0,0,no,no,2,2374,yes,yes
no,8,6,0,0,0,0,0,no,no,0,0,0,0,no,no,2,3258,yes,no
no,9,1,0,0,0,0,4,no,no,0,0,0,0,no,no,0,2009,yes,no
no,6,5,0,42,0,18,13,yes,no,0,0,0,0,no,no,4,2557,no,no
yes,2,15,0,1,0,1,0,no,no,0,0,0,0,no,yes,1,3409,yes,yes
no,7,17,1,9,1,39,53,yes,no,7,0,0,4,no,no,14,3409,yes,no
no,6,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,6,3013,yes,no
no,2,1,0,0,0,0,0,no,no,0,0,0,0,no,no,7,4108,yes,no
no,5,20,1,53,0,39,5,yes,no,2,0,4,2,no,no,10,2769,yes,no
yes,7,4,0,68,0,14,91,no,no,0,0,0,0,yes,no,20,3166,yes,no
no,9,14,0,47,0,37,0,yes,no,1,0,7,0,no,yes,6,2192,no,no
no,1,2,0,0,0,18,0,no,no,0,0,0,0,no,no,3,3105,yes,no
no,10,24,2,42,2,72,84,no,no,0,0,0,1,no,yes,8,2131,yes,no
no,6,1,0,402,0,35,3,no,no,0,0,0,0,no,no,3,2192,no,no
no,7,17,0,218,0,3,0,no,no,1,0,0,0,no,no,11,3653,yes,no
yes,1,10,0,159,1,24,3,no,no,8,0,0,0,yes,no,20,3013,no,no
no,8,1,0,70,12,111,111,yes,no,0,0,1,1,yes,no,5,3927,yes,no
no,8,13,0,0,4,0,22,yes,no,0,0,0,0,yes,no,1,2313,yes,no
no,2,1,1,3,0,1,2,no,no,0,0,0,0,no,yes,11,2678,yes,no
no,9,5,0,0,0,9,0,no,no,0,0,0,0,no,yes,8,2769,yes,no
yes,4,11,0,13,0,0,59,no,no,0,0,0,1,no,no,17,3865,yes,no
no,6,5,0,0,0,0,0,no,no,0,0,0,0,yes,yes,3,2984,no,no
yes,2,1,0,0,0,0,95,no,no,0,0,0,0,yes,yes,24,1613,yes,no
no,10,9,3,0,0,0,0,yes,no,0,0,0,0,no,yes,11,2101,yes,no
yes,10,10,3,3,0,24,14,yes,no,0,0,11,0,no,yes,6,2496,no,no
no,9,24,13,132,0,0,0,no,no,16,0,0,0,no,no,11,3988,yes,no
no,6,11,0,58,0,19,1,yes,no,12,0,0,0,no,yes,8,2131,no,no
no,6,17,0,230,0,34,43,yes,no,42,0,0,0,yes,no,8,1400,yes,no
no,5,1,0,0,0,0,0,no,no,0,0,0,0,no,no,3,1978,yes,no
no,7,16,0,190,0,103,20,no,no,9,0,8,17,no,no,1,2831,yes,no
no,1,3,0,227,0,0,0,no,no,0,0,0,0,no,no,0,2466,no,no
