converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS
no,9,18,0,172,0,10,82,yes,no,2,0,0,0,no,no,34,2619,no,no
no,3,22,0,83,2,47,94,no,no,3,0,0,0,yes,no,8,1766,no,no
no,1,2,0,94,0,0,5,no,no,0,0,0,0,no,no,5,3927,yes,no
no,9,13,1,349,0,41,0,no,no,27,0,0,0,no,no,2,2282,yes,no
no,6,8,0,0,0,0,9,no,no,0,0,0,0,no,yes,24,3013,yes,no
yes,6,14,1,0,0,0,115,no,no,0,0,0,0,yes,yes,5,2496,yes,no
no,2,1,0,3,0,3,0,no,no,0,0,0,0,no,no,4,1948,yes,no
no,9,6,0,1,0,4,137,no,no,5,0,0,0,yes,no,10,2254,no,no
no,2,1,0,0,0,1,0,no,yes,0,0,0,0,no,yes,1,2101,yes,no
no,3,8,0,0,0,6,1,no,no,0,0,6,0,no,yes,14,2343,yes,no
no,9,9,0,153,0,8,0,yes,no,0,0,0,0,no,yes,10,3013,yes,no
yes,8,17,8,0,0,0,1,yes,no,0,0,0,0,no,yes,12,2922,yes,no
no,4,2,0,0,0,0,3,no,yes,6,0,0,0,yes,yes,22,2009,yes,no
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,no,3,2009,yes,no
no,8,21,6,143,0,15,0,yes,no,12,0,0,0,yes,no,6,2282,no,no
no,7,20,0,0,0,48,460,yes,no,0,2,0,0,yes,no,21,2466,yes,yes
no,4,1,0,0,0,0,9,no,no,0,0,0,0,no,no,8,2254,yes,no
no,6,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,5,3258,yes,no
no,8,3,0,0,0,11,2,no,no,0,0,0,0,no,no,10,1766,yes,no
no,6,21,0,9,0,0,10,no,no,0,0,1,0,yes,yes,14,2162,yes,no
no,8,13,2,0,0,12,15,no,no,0,0,6,0,yes,no,1,2619,yes,no
no,5,14,0,0,0,5,0,yes,no,2,0,0,0,no,yes,6,3105,yes,no
no,6,12,1,21,0,0,0,no,no,0,0,0,0,no,no,7,1766,yes,yes
no,7,6,0,97,0,37,50,no,no,0,0,0,1,no,no,12,2557,yes,no
no,9,18,3,81,0,35,0,yes,no,5,0,0,0,no,yes,5,3227,yes,no
no,9,20,0,0,1,0,56,no,no,0,0,0,0,yes,no,7,2039,yes,no
no,3,1,0,189,0,4,0,yes,no,0,0,0,0,no,yes,7,1308,no,no
no,9,20,0,105,0,6,398,no,no,23,0,0,0,yes,no,9,2223,yes,no
no,9,19,10,0,0,0,0,yes,no,2,0,6,11,yes,no,8,2708,yes,no
no,8,9,0,150,1,47,2,no,no,2,0,0,0,no,no,24,2313,yes,no
no,7,19,0,153,5,90,136,yes,no,3,0,0,0,yes,no,8,2039,yes,no
no,9,15,0,79,3,76,3,no,no,4,1,0,0,no,no,35,3804,yes,no
no,4,18,0,124,5,58,13,no,no,0,0,0,14,yes,yes,7,3835,no,no
no,4,15,0,233,0,0,0,no,no,1,0,0,0,no,yes,7,3105,yes,no
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,7,3288,yes,no
no,4,18,0,25,0,35,135,no,no,35,0,0,0,no,no,3,2800,yes,no
no,6,3,0,143,0,81,53,no,no,3,0,0,0,no,no,7,1858,yes,no
no,5,5,0,0,0,0,0,no,no,0,0,0,0,no,no,4,2496,yes,yes
no,8,15,0,61,2,36,253,no,no,2,0,0,0,no,yes,25,2162,yes,no
no,9,7,0,275,0,84,11,no,no,0,0,0,0,no,no,16,1858,yes,no
yes,7,8,8,0,1,26,6,yes,no,0,0,49,6,no,yes,26,2769,yes,yes
no,4,18,0,114,1,44,330,yes,no,10,0,0,0,yes,no,8,2708,yes,no
no,8,26,0,0,0,13,0,yes,no,0,0,10,0,no,yes,10,2739,no,no
no,5,16,0,107,3,60,47,no,no,0,0,0,0,yes,no,11,1736,yes,no
no,9,13,0,53,0,12,84,yes,no,0,0,1,1,yes,no,21,3135,yes,no
no,9,7,0,0,0,0,2,no,no,0,0,0,0,no,no,1,2861,yes,yes
no,9,4,0,173,0,46,0,yes,no,18,0,0,0,yes,no,1,2647,yes,no
no,8,22,1,247,0,43,34,no,no,1,0,0,0,yes,no,17,2466,yes,no
no,5,1,0,0,0,0,5,no,no,0,0,0,0,yes,no,9,2131,no,no
no,9,16,0,0,0,0,22,no,no,0,0,0,0,yes,yes,13,2557,yes,no
no,6,17,0,0,0,1,105,no,no,0,0,0,0,no,no,20,1858,yes,no
no,7,2,0,0,0,0,0,no,no,1,0,0,0,yes,no,0,3500,no,no
no,8,19,0,172,0,10,136,yes,no,4,0,4,0,no,no,9,2162,yes,no
yes,6,3,0,116,0,5,57,yes,no,1,0,6,4,no,no,19,1644,no,no
no,8,22,0,9,0,56,27,no,no,0,0,0,0,yes,no,18,3531,yes,no
no,9,14,3,89,0,37,0,no,no,24,0,0,0,no,yes,1,3409,yes,no
yes,10,19,2,32,2,14,82,no,no,1,0,0,1,yes,no,8,2619,no,no
no,5,2,0,1,0,33,5,no,no,0,0,0,0,no,no,4,2800,yes,no
no,6,1,0,83,0,22,7,yes,no,0,0,0,0,no,no,18,1308,no,no
no,6,15,0,75,0,60,248,no,yes,0,0,0,0,yes,no,1,1613,yes,no
no,8,17,0,424,0,106,0,no,no,2,0,0,0,no,no,11,1917,yes,no
no,8,20,0,187,0,110,0,yes,no,0,0,0,0,no,no,5,2192,yes,no
no,6,19,5,81,0,0,0,yes,no,5,0,0,0,no,yes,7,3927,yes,no
no,2,17,0,0,0,55,45,no,no,0,0,0,5,no,no,9,2282,yes,no
yes,10,13,7,7,0,0,38,no,no,0,0,0,0,no,no,19,4108,yes,no
no,1,2,0,329,0,54,0,no,yes,54,0,0,0,no,no,10,3684,yes,no
no,7,9,0,2,0,0,25,no,no,0,0,0,0,no,no,11,2922,yes,no
no,8,16,0,341,0,112,0,no,no,22,0,0,0,no,no,5,2619,yes,no
no,1,2,0,0,0,0,0,no,no,0,0,0,1,no,no,5,2070,yes,no
no,9,9,0,21,0,0,8,no,no,0,0,0,0,no,no,7,2404,no,no
no,2,2,0,0,0,0,0,yes,no,0,0,0,7,no,no,6,2892,yes,no
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,7,3865,yes,no
no,2,13,0,1,0,4,1,no,no,0,75,0,0,no,yes,8,1736,yes,no
no,5,19,0,0,0,0,1,no,no,0,0,0,0,no,no,10,2922,yes,no
no,7,3,0,4,0,6,0,no,no,0,0,0,0,no,no,3,1917,no,no
no,8,24,0,17,0,11,89,no,no,0,0,0,0,no,no,16,3166,yes,no
no,8,3,0,10,0,6,126,no,no,0,0,0,0,no,no,11,2922,yes,no
no,7,14,0,48,0,0,1,no,no,0,0,0,0,no,no,27,3378,yes,no
no,7,2,0,33,0,18,4,no,no,6,0,0,0,no,no,9,3013,yes,no
no,9,18,0,117,1,42,1,no,no,19,0,0,1,yes,no,6,3470,yes,no
no,9,3,0,0,0,0,0,yes,no,0,0,0,7,yes,no,6,3319,yes,no
no,1,2,0,171,0,74,0,no,no,2,0,0,0,no,no,8,2678,yes,no
no,9,19,4,187,0,49,0,yes,no,0,0,0,0,no,no,1,2496,yes,no
no,2,8,0,8,0,0,0,no,no,0,0,0,0,no,yes,5,2282,yes,no
no,7,14,3,90,0,91,13,yes,no,7,0,2,1,no,no,21,4080,yes,no
no,2,7,0,16,0,27,188,no,no,0,0,6,0,no,no,11,2039,yes,no
yes,8,11,0,8,0,0,333,no,no,0,0,0,0,yes,no,6,3013,yes,no
no,7,14,0,212,0,51,48,no,no,9,0,0,0,no,no,9,2009,no,no
no,3,1,0,75,0,40,0,no,no,0,0,0,0,no,yes,5,2313,yes,no
no,7,10,1,83,0,8,118,no,no,3,0,0,0,no,yes,22,1674,yes,no
no,9,12,0,0,0,64,175,no,no,1,0,0,0,no,no,6,2223,yes,no
no,7,13,0,103,0,80,2,no,no,0,0,0,0,no,no,7,2404,yes,no
no,6,15,0,0,0,0,74,no,no,0,0,0,0,no,no,14,2647,yes,no
no,6,19,0,0,0,0,22,no,no,0,0,0,0,no,no,21,3562,yes,no
no,10,22,0,61,0,69,2,yes,no,20,0,2,5,yes,no,7,3804,yes,no
no,5,13,0,26,1,39,33,no,no,0,0,0,0,no,no,7,2557,yes,no
no,7,22,0,75,0,5,0,no,no,0,0,0,1,no,yes,2,2647,yes,no
no,1,19,6,19,0,81,77,no,no,1,0,0,0,no,yes,14,2800,no,no
no,10,17,0,312,0,53,0,no,no,3,0,0,0,yes,no,11,2557,yes,no
no,1,2,0,69,0,33,0,no,no,0,0,0,0,no,no,5,1797,yes,no
yes,4,10,0,84,0,0,1,yes,no,0,0,0,0,yes,no,4,2557,no,no
no,8,11,1,47,0,17,0,yes,no,1,0,20,0,no,no,7,2953,yes,no
no,8,18,1,219,0,111,219,no,no,19,0,9,6,yes,no,6,2254,yes,no
no,7,21,1,69,2,71,52,yes,no,0,0,0,3,no,no,33,2282,yes,no
no,9,16,0,40,0,37,0,yes,no,0,0,1,1,no,no,12,2800,yes,no
no,8,20,2,49,0,59,6,yes,no,18,0,0,0,no,no,3,2769,yes,no
no,6,17,0,172,0,0,10,yes,no,36,0,0,0,no,no,4,2496,yes,no
no,2,1,0,1,0,0,6,no,no,3,0,0,0,yes,no,2,2131,yes,no
no,10,19,19,7,1,19,293,yes,no,9,0,33,42,no,yes,9,1827,no,no
no,6,5,1,130,0,75,0,yes,no,0,0,0,0,no,no,11,2131,no,no
no,7,11,11,17,0,71,0,yes,no,0,5,0,0,no,no,10,3865,yes,no
no,10,20,0,53,0,49,0,yes,no,8,0,1,0,no,yes,10,1308,yes,yes
no,7,9,0,27,0,99,4,no,no,0,0,0,0,no,yes,9,2892,yes,no
no,9,15,0,165,0,44,60,no,no,36,0,0,0,no,no,2,1583,no,no
no,1,8,8,23,0,0,0,yes,no,1,0,7,12,no,no,5,3197,yes,no
no,7,22,0,4,3,0,14,no,no,4,0,0,0,no,yes,12,3105,yes,no
yes,6,16,0,34,7,0,7,no,no,0,0,0,0,no,no,5,3653,yes,no
no,4,10,2,81,0,43,360,no,no,0,0,0,0,yes,yes,20,2527,yes,no
no,4,13,0,0,0,0,0,no,no,0,0,0,0,no,no,11,3592,yes,no
no,6,22,0,41,0,57,0,yes,no,0,0,0,0,no,no,11,2861,yes,no
no,6,17,1,83,0,40,0,yes,no,0,0,28,0,no,no,5,1917,no,no
no,8,11,0,0,0,0,19,no,no,0,0,0,0,no,yes,9,2922,yes,yes
no,8,13,0,0,0,0,472,no,no,0,0,0,0,yes,no,7,2254,yes,no
no,7,18,0,68,0,53,0,no,no,0,0,0,0,yes,yes,9,3105,yes,no
no,6,8,0,0,0,0,1,yes,no,0,0,0,0,no,no,27,2769,yes,no
no,2,2,0,0,0,0,4,no,no,0,0,0,2,no,no,8,2892,yes,no
no,9,20,1,30,0,10,0,no,no,2,0,2,1,no,yes,0,2343,yes,no
yes,10,28,10,98,0,77,49,yes,no,0,0,4,22,yes,no,4,4049,yes,no
no,4,16,0,0,0,0,1,no,no,0,0,0,0,no,no,11,2070,yes,no
no,2,10,0,0,0,0,42,no,no,0,0,0,8,yes,no,18,1552,no,yes
no,6,3,0,0,0,5,11,no,no,0,0,0,0,yes,no,5,2557,no,no
no,9,9,8,0,0,0,318,yes,no,0,0,0,0,no,no,10,1978,yes,no
no,9,20,1,452,0,114,0,yes,no,7,0,16,0,no,no,1,3988,yes,yes
no,8,6,0,0,0,1,0,no,no,0,0,1,0,no,yes,2,3623,yes,no
yes,8,20,5,0,0,34,390,yes,no,2,0,3,0,yes,no,3,2527,yes,no
no,2,18,3,309,0,102,9,yes,no,0,0,0,0,yes,yes,11,2800,no,no
no,8,7,0,0,0,0,281,no,no,0,0,0,0,no,no,22,2769,yes,no
no,5,17,1,46,0,28,112,yes,no,0,0,0,0,yes,no,2,2282,yes,no
no,2,12,0,4,0,0,272,no,no,0,0,0,0,yes,no,22,1917,yes,no
no,6,20,0,34,0,16,56,no,no,10,0,0,0,no,no,3,3684,yes,no
yes,1,1,0,0,0,0,4,no,no,0,0,0,0,no,no,6,3988,yes,no
no,1,2,0,4,0,44,78,no,no,0,0,0,0,yes,no,11,3258,yes,yes
no,9,11,0,124,0,86,168,yes,no,0,0,0,0,no,no,16,1583,yes,no
no,5,2,0,235,1,73,17,no,no,5,0,0,1,no,no,6,2466,yes,no
no,1,6,0,0,0,0,0,no,no,0,0,6,0,no,no,4,2343,yes,no
yes,4,5,0,58,2,9,2,no,no,0,0,0,0,no,no,5,2131,yes,no
no,2,7,0,28,0,5,107,yes,no,0,0,0,1,no,no,13,2101,yes,no
no,4,1,0,433,0,96,6,no,no,0,0,0,0,no,no,2,1370,no,no
no,5,10,0,221,1,5,66,no,yes,3,0,38,0,no,no,11,1827,yes,no
no,9,15,10,28,0,52,12,yes,no,30,0,12,8,no,no,3,3896,yes,no
no,8,12,0,15,0,6,0,no,no,0,0,0,0,no,no,10,1917,yes,no
no,9,7,0,0,0,0,431,no,no,0,0,0,0,no,no,23,2800,yes,no
no,5,1,0,43,0,64,0,yes,no,0,0,0,0,no,yes,1,2800,no,no
no,7,13,0,0,0,0,48,yes,no,0,0,0,0,no,no,5,1858,yes,no
no,10,15,9,0,0,0,3,yes,no,0,0,0,0,no,no,35,2162,no,no
no,3,14,0,12,0,13,0,no,no,0,0,0,0,no,no,9,2466,no,no
no,4,12,0,106,0,11,2,no,no,0,0,0,0,yes,no,2,3013,yes,no
no,4,11,0,22,0,0,63,no,no,0,0,0,0,no,no,15,1308,yes,no
no,9,14,0,0,0,0,6,no,no,0,0,0,0,no,no,13,2892,no,no
no,5,17,0,0,0,17,0,no,no,0,0,0,0,yes,yes,2,1705,yes,no
no,10,1,0,0,0,0,59,yes,yes,2,2,0,0,no,no,3,1766,yes,no
yes,2,3,0,41,6,37,37,no,no,0,0,0,0,yes,no,6,2922,yes,no
yes,2,18,0,0,0,0,57,yes,no,0,0,0,0,no,no,33,3197,yes,no
no,4,19,0,107,0,46,0,no,no,3,0,0,0,no,no,9,3258,yes,no
no,7,22,0,117,0,77,469,no,no,7,0,0,0,yes,no,7,1613,yes,no
no,4,13,0,2,0,0,2,no,no,7,0,0,0,no,yes,32,4018,yes,no
yes,10,15,4,0,2,8,161,no,no,1,0,13,0,no,no,4,2282,yes,no
no,7,2,0,61,0,28,0,no,no,7,0,0,0,no,no,5,2192,yes,no
yes,2,8,6,0,0,0,27,no,no,0,0,0,1,no,yes,10,2223,yes,no
no,4,15,0,82,0,46,0,no,no,2,0,0,0,no,no,10,4049,yes,no
no,2,2,0,91,0,62,18,no,no,0,0,0,0,no,no,7,2343,no,no
no,9,12,0,287,0,27,82,no,no,9,0,0,0,no,no,11,3227,yes,no
no,10,20,0,181,0,80,21,no,no,15,0,0,0,yes,no,8,2861,yes,no
no,8,20,0,36,0,11,0,no,no,0,0,0,0,yes,yes,1,2922,yes,no
no,8,16,0,473,0,113,0,yes,no,6,0,0,0,yes,yes,0,2162,yes,no
no,6,14,0,0,0,0,0,no,no,12,0,0,0,no,no,7,3288,yes,no
no,2,2,0,33,0,7,0,no,no,0,0,0,0,no,yes,7,2131,yes,no
no,6,4,0,0,1,0,146,no,no,0,0,0,0,yes,no,11,2404,no,no
no,9,10,0,154,1,22,1,yes,no,11,0,6,4,no,yes,29,2892,no,no
no,4,13,0,0,0,0,96,no,no,0,0,0,0,no,no,6,2374,yes,no
yes,8,10,0,0,0,0,50,yes,no,0,0,0,1,yes,yes,26,2282,yes,no
no,8,20,0,120,0,55,6,no,no,3,0,0,0,no,no,0,1674,yes,no
no,8,2,0,0,0,0,16,no,no,0,0,0,0,yes,no,5,2131,yes,no
no,6,12,0,197,0,14,4,no,no,1,0,0,0,no,no,5,2343,yes,no
yes,6,22,15,0,0,0,83,yes,yes,0,0,0,0,yes,no,34,2466,yes,no
no,3,1,0,0,0,0,0,no,no,0,0,0,0,no,no,7,1766,yes,no
no,10,19,1,103,1,92,83,no,no,12,0,0,0,yes,no,13,3743,yes,no
no,5,15,0,265,0,113,4,yes,no,13,0,0,0,yes,no,7,3684,yes,no
no,5,13,5,132,0,14,116,no,no,9,0,6,0,yes,no,3,2039,yes,no
no,5,1,0,0,0,0,1,no,no,0,0,1,0,yes,no,4,2131,yes,no
no,9,14,0,178,0,92,191,yes,no,3,0,15,21,yes,no,1,2223,yes,no
no,1,14,0,62,0,34,246,no,no,1,0,0,0,no,no,4,2223,yes,no
no,9,21,0,0,0,0,0,no,no,0,0,0,0,yes,yes,4,2496,no,no
no,7,18,4,173,0,49,44,no,no,24,0,0,3,no,yes,12,2162,no,no
no,1,19,0,77,0,41,93,no,no,4,0,0,0,no,yes,8,1217,no,no
no,1,8,0,0,0,0,155,no,no,0,0,0,0,yes,no,10,2162,yes,no
no,2,1,0,0,0,0,0,no,no,6,0,0,18,no,yes,10,3927,yes,no
no,8,2,0,154,0,111,0,no,no,5,0,0,0,no,yes,5,1400,no,no
no,5,11,0,25,0,11,49,no,no,8,0,0,0,no,no,11,2404,yes,yes
no,6,17,0,0,0,0,0,no,no,1,0,0,0,no,no,4,2343,yes,no
no,9,13,0,510,0,51,82,no,no,8,0,0,21,yes,no,10,2527,yes,no
no,8,20,0,13,0,6,2,no,no,10,0,0,0,yes,yes,22,3135,yes,yes
no,5,16,5,389,0,52,0,no,no,3,0,0,0,no,yes,1,4080,yes,no
no,3,3,0,0,0,0,0,no,no,0,0,0,0,yes,no,4,3623,yes,no
no,6,13,0,41,0,4,44,no,no,0,0,10,0,no,yes,12,2769,yes,no
no,8,11,0,100,0,75,0,no,no,1,0,0,0,no,yes,9,3684,yes,no
no,8,19,0,46,0,0,0,no,no,0,0,0,0,no,no,3,2282,yes,no
no,5,17,0,0,0,4,0,no,no,0,0,0,0,yes,yes,4,3105,no,no
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,3,3531,yes,no
no,7,16,10,266,0,36,58,no,no,5,0,0,0,no,yes,15,2162,no,no
no,10,26,13,18,3,59,215,yes,no,10,0,17,4,no,no,23,3135,yes,no
no,8,16,7,128,5,109,47,no,no,9,0,0,0,yes,yes,15,2831,yes,yes
no,6,20,6,283,0,113,50,yes,no,0,0,12,19,no,no,11,2619,yes,no
yes,5,12,0,207,5,93,5,no,no,0,0,0,0,yes,no,8,1613,yes,no
no,6,3,0,0,0,0,333,no,no,1,0,0,0,yes,no,11,1370,yes,no
no,6,18,0,195,0,59,0,no,no,0,0,5,0,no,no,6,3835,yes,no
no,5,12,2,0,0,39,20,yes,no,2,0,2,33,no,yes,10,2678,yes,no
no,10,9,0,245,0,24,25,yes,no,8,0,0,0,yes,yes,18,2374,yes,no
no,2,17,0,393,0,116,1,no,no,39,3,5,0,yes,no,12,2588,yes,no
no,8,8,0,285,0,16,26,no,no,0,0,0,0,no,no,24,2009,no,no
no,10,19,0,0,0,0,268,no,no,0,0,0,0,no,no,11,2192,yes,no
no,5,1,0,0,0,0,0,no,no,1,0,0,0,no,yes,3,1736,yes,yes
no,9,17,2,126,0,105,7,yes,no,0,0,4,0,no,no,6,2922,yes,no
no,2,8,5,295,0,80,0,no,no,7,1,3,0,no,no,4,2435,yes,no
no,1,1,0,85,9,2,160,yes,no,0,0,0,0,yes,yes,12,3715,no,no
no,3,5,4,141,0,111,32,no,yes,20,0,0,0,no,no,0,2739,yes,yes
no,5,4,0,4,0,8,15,no,no,1,0,0,0,no,no,9,2039,yes,no
no,7,10,0,0,0,0,0,no,no,0,0,0,0,no,no,1,3896,yes,no
no,10,21,0,2,0,46,10,no,no,0,0,0,0,no,no,16,2162,yes,no
no,7,4,2,0,0,23,303,no,no,0,0,0,0,yes,yes,25,2101,no,no
no,5,19,4,147,0,0,0,no,no,5,0,0,0,no,no,11,3044,yes,no
no,9,20,0,5,0,0,0,no,no,0,0,0,0,no,no,3,3774,yes,no
no,8,21,18,230,10,63,66,yes,no,27,0,0,3,no,no,8,3409,yes,no
no,2,2,0,153,0,47,0,no,no,0,0,0,0,no,no,3,2769,yes,no
no,8,11,0,300,0,95,3,no,no,3,0,0,0,no,no,1,2588,yes,no
yes,6,18,2,37,1,39,6,yes,no,4,0,0,0,yes,no,5,3684,yes,no
no,6,13,0,43,0,36,123,no,no,2,0,0,4,yes,no,3,2466,yes,no
no,7,3,0,13,0,26,0,no,no,0,0,0,0,no,no,3,3927,yes,yes
no,7,18,16,197,0,64,21,no,no,3,0,0,0,no,no,2,2313,yes,no
no,1,20,11,0,0,0,31,yes,no,2,0,10,0,no,no,35,3439,yes,no
no,10,15,0,197,4,47,93,no,no,3,0,4,0,yes,no,9,2282,yes,yes
no,7,23,0,246,0,15,21,yes,no,15,0,0,0,yes,yes,22,3044,yes,no
no,7,21,2,27,0,0,0,yes,no,0,0,0,0,yes,no,4,2496,yes,no
no,6,15,1,229,0,26,0,no,no,1,0,0,3,yes,no,9,2131,yes,no
no,5,20,0,32,0,0,10,yes,no,5,27,16,0,no,no,7,2892,yes,no
no,5,1,0,0,0,0,17,no,no,0,0,0,0,no,no,10,3074,no,no
no,7,2,0,110,0,42,1,no,no,1,0,0,0,yes,no,11,2009,no,no
no,5,2,0,125,0,56,0,no,no,0,0,0,0,no,yes,11,3531,yes,no
no,4,1,0,0,0,0,1,yes,no,0,0,0,0,no,no,3,3743,yes,yes
yes,10,20,0,75,7,31,196,no,no,20,0,30,10,yes,no,8,1827,yes,no
no,7,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,4,1766,no,no
yes,4,2,0,37,1,7,112,no,no,1,0,0,0,yes,yes,26,2619,yes,no
no,7,18,0,271,0,44,11,no,no,13,0,0,0,no,no,7,1948,yes,no
no,9,13,0,0,0,0,12,no,no,0,0,0,0,yes,no,9,2588,yes,no
yes,10,7,0,58,1,0,1,yes,no,3,0,0,0,yes,yes,24,2254,yes,no
no,2,12,0,27,0,0,0,no,no,0,0,0,0,no,no,6,2131,yes,no
no,8,25,0,275,0,25,0,yes,no,17,0,0,0,no,no,7,2678,yes,no
no,3,7,5,76,0,66,0,yes,no,23,0,0,2,no,no,9,2557,yes,no
no,10,18,0,353,0,91,24,no,no,21,0,0,0,no,no,24,3409,yes,no
no,9,6,4,14,0,23,0,yes,no,1,0,0,0,no,no,1,3288,yes,yes
no,6,17,0,0,0,0,0,no,no,4,0,0,5,no,yes,9,3835,yes,no
no,9,2,0,258,2,50,60,yes,no,0,0,0,0,no,yes,21,3258,yes,no
yes,7,20,0,0,0,0,108,no,no,0,0,0,0,yes,no,19,3105,yes,yes
no,6,18,1,0,0,0,307,no,no,16,0,0,0,no,no,8,2009,yes,no
yes,8,2,0,9,0,3,9,no,no,0,0,0,0,no,yes,17,3074,yes,no
no,4,17,0,61,0,0,0,no,no,0,0,0,0,no,no,6,3227,yes,no
no,2,1,0,109,0,1,0,no,no,0,0,0,0,no,yes,10,3715,yes,no
no,7,16,0,117,0,87,1,no,no,5,0,0,0,no,no,11,2435,yes,no
no,9,23,3,64,0,0,264,yes,yes,10,0,0,0,no,no,6,2466,yes,no
no,4,1,0,0,0,0,297,yes,no,0,0,0,0,yes,no,2,1889,no,no
no,7,17,16,112,3,50,14,yes,no,12,0,0,1,no,no,22,2101,yes,no
no,7,14,0,17,0,30,26,no,no,6,0,0,0,yes,no,10,2343,yes,no
no,8,20,0,187,0,54,80,yes,no,0,0,0,0,yes,yes,11,2192,no,no
no,5,18,0,43,0,0,0,no,no,0,0,0,0,no,yes,5,3319,yes,no
no,10,16,15,120,0,24,78,no,no,0,0,0,0,no,no,23,2466,yes,no
no,4,6,1,3,0,18,0,yes,no,4,0,0,0,no,yes,5,3865,yes,no
no,6,14,0,99,0,4,2,no,no,0,0,0,0,no,no,18,1917,no,no
no,7,2,0,235,0,54,52,no,no,2,0,0,0,no,no,10,1400,yes,no
no,7,9,0,91,0,7,19,no,no,0,0,0,0,no,no,17,1978,no,no
no,6,19,0,6,0,6,11,no,no,1,0,0,0,yes,no,16,4049,yes,yes
no,10,2,1,8,0,0,0,yes,no,0,0,0,0,no,no,11,2557,yes,no
yes,6,23,0,360,0,94,185,no,no,0,0,0,0,no,yes,14,1492,no,no
no,2,22,0,86,0,25,20,yes,no,4,0,0,0,no,yes,24,2769,yes,no
yes,6,22,0,151,1,18,1,yes,no,4,0,11,5,no,no,31,3684,yes,no
no,8,15,0,375,0,67,12,no,no,0,0,0,0,no,no,10,3319,yes,no
no,10,19,3,161,0,0,330,yes,no,13,0,0,0,yes,no,4,3227,yes,no
no,2,1,0,27,0,16,0,yes,no,0,0,0,0,no,no,7,2769,yes,yes
no,9,24,0,17,0,17,9,no,no,0,0,9,0,yes,no,24,1917,yes,no
no,8,17,0,136,0,45,0,no,no,0,15,0,2,yes,yes,10,2678,yes,no
no,8,18,2,97,0,46,67,no,no,8,0,1,1,no,yes,11,1583,yes,no
no,8,20,0,0,0,0,12,no,no,11,0,0,0,yes,no,3,3592,yes,no
no,6,19,2,39,0,57,1,no,no,3,0,0,1,yes,yes,2,3074,yes,no
no,7,3,1,103,1,76,25,no,no,0,0,0,5,no,no,10,2527,yes,no
no,6,16,6,223,0,50,0,no,no,5,0,0,0,no,no,2,2861,yes,no
yes,10,21,11,0,2,0,22,yes,no,4,0,5,0,no,no,2,1674,no,no
no,9,9,0,0,0,20,30,yes,no,24,0,0,0,yes,no,11,1827,yes,yes
no,7,10,2,17,0,18,0,yes,no,8,0,0,1,no,yes,11,2588,no,no
no,5,11,0,0,0,0,0,no,no,0,0,0,0,no,no,5,2374,yes,no
no,4,19,3,23,0,79,15,yes,no,0,0,0,19,no,no,4,1978,yes,no
yes,10,25,0,0,0,1,2,yes,no,1,1,0,0,no,no,21,1948,yes,no
no,2,10,1,0,0,1,21,yes,no,0,0,0,0,no,no,37,1858,yes,no
no,6,8,0,114,0,36,125,no,no,9,0,0,0,yes,no,6,2009,yes,no
no,8,18,0,58,2,64,35,no,no,5,0,0,0,no,no,5,2647,yes,no
no,5,1,0,0,0,0,0,yes,no,0,0,0,0,no,no,9,2557,no,no
yes,6,15,0,378,5,51,19,no,no,2,0,0,0,no,no,21,3013,yes,no
yes,10,22,0,10,11,72,479,no,no,1,0,2,0,yes,no,6,2282,yes,no
no,2,1,0,4,0,0,0,no,no,0,0,0,0,no,no,4,3409,no,no
no,5,17,0,45,10,89,23,yes,no,1,0,0,0,no,no,1,2282,yes,yes
no,3,18,0,0,0,0,0,yes,no,0,0,0,0,no,yes,1,2678,yes,no
no,5,7,0,0,0,0,2,no,no,0,0,0,0,no,no,7,3105,no,no
no,3,9,0,0,0,0,6,no,no,2,0,0,0,yes,no,7,2557,yes,no
no,3,7,0,85,0,64,1,yes,no,6,0,0,0,no,no,9,2343,no,no
no,9,11,0,24,0,31,0,no,no,0,0,0,2,yes,yes,2,2922,no,yes
no,8,19,0,0,1,31,6,yes,no,0,1,1,0,yes,no,7,1797,yes,no
no,8,11,0,114,0,71,18,yes,no,0,0,0,0,no,no,2,2282,yes,no
no,2,18,0,20,0,71,307,no,no,0,0,0,0,yes,no,12,2343,yes,no
no,10,20,0,21,0,66,27,no,no,9,0,0,0,no,no,16,2374,yes,no
no,1,17,0,0,0,0,1,no,no,0,0,0,0,yes,no,15,2101,yes,no
no,8,19,7,38,0,0,1,yes,no,20,0,0,11,no,yes,7,3743,yes,no
no,5,17,0,64,0,19,137,no,no,0,0,0,0,no,no,21,2039,yes,no
no,1,9,0,0,0,0,117,no,no,0,0,0,0,yes,no,5,2192,yes,no
