Date,Product_ID,Product_Name,Salesperson_ID,Region,Units_Sold,Unit_Price,Total_Sale,Month,Salesperson_Experience
2022-03-07,1826,Product_1826,95,North,61,312,19032,3,6
2022-10-13,1228,Product_1228,60,East,4,337,1348,10,26
2023-03-02,1473,Product_1473,22,South,110,432,47520,3,11
2022-11-08,1155,Product_1155,51,North,36,175,6300,11,3
2023-06-15,1217,Product_1217,24,South,4,443,1772,6,7
2022-07-26,1464,Product_1464,98,East,2,375,750,7,14
2023-07-18,1194,Product_1194,73,South,92,447,41124,7,26
2023-02-14,1269,Product_1269,61,West,169,262,44278,2,30
2022-02-07,1527,Product_1527,2,South,19,181,3439,2,23
2022-03-07,1752,Product_1752,89,East,56,481,26936,3,24
2022-12-28,1763,Product_1763,76,East,10,207,2070,12,10
2023-03-12,1562,Product_1562,55,West,9,116,1044,3,9
2022-07-19,1355,Product_1355,4,South,78,184,14352,7,25
2022-01-26,1539,Product_1539,58,West,89,180,16020,1,20
2022-01-31,1475,Product_1475,13,North,161,122,19642,1,29
2022-05-21,1564,Product_1564,93,North,41,424,17384,5,17
2023-08-14,1307,Product_1307,96,East,135,130,17550,8,18
2022-04-02,1627,Product_1627,27,South,110,488,53680,4,17
2023-03-23,1408,Product_1408,30,East,113,269,30397,3,7
2022-07-30,1440,Product_1440,62,North,35,272,9520,7,21
2023-03-20,1520,Product_1520,65,East,53,280,14840,3,6
2023-08-07,1522,Product_1522,11,South,30,436,13080,8,17
2023-06-24,1484,Product_1484,87,East,83,126,10458,6,11
2022-04-01,1618,Product_1618,49,North,68,66,4488,4,16
2023-08-09,1812,Product_1812,17,South,77,255,19635,8,3
2021-12-22,1852,Product_1852,15,North,87,322,28014,12,19
2022-01-18,1257,Product_1257,27,South,91,74,6734,1,17
2022-02-13,1693,Product_1693,10,North,20,104,2080,2,13
2022-07-13,1929,Product_1929,80,North,77,307,23639,7,21
2023-09-04,1169,Product_1169,28,South,58,179,10382,9,24
2023-05-01,1460,Product_1460,2,West,72,145,10440,5,23
2022-03-08,1836,Product_1836,35,East,78,366,28548,3,15
2022-06-22,1650,Product_1650,15,South,9,197,1773,6,19
2023-08-11,1796,Product_1796,59,West,94,13,1222,8,6
2022-11-18,1110,Product_1110,75,North,70,290,20300,11,25
2023-02-18,1603,Product_1603,33,South,87,189,16443,2,20
2023-02-07,1219,Product_1219,55,South,97,428,41516,2,9
2023-03-20,1004,Product_1004,80,East,140,101,14140,3,21
2022-04-21,1531,Product_1531,75,West,117,73,8541,4,25
2021-11-08,1612,Product_1612,84,West,137,63,8631,11,21
2023-04-30,1294,Product_1294,52,North,128,33,4224,4,21
2023-03-27,1457,Product_1457,19,West,44,366,16104,3,29
2023-05-24,1927,Product_1927,39,West,32,408,13056,5,3
2023-04-01,1668,Product_1668,87,South,86,381,32766,4,11
2022-03-15,1961,Product_1961,60,East,144,349,50256,3,26
2023-08-16,1894,Product_1894,10,East,100,141,14100,8,13
2022-08-19,1512,Product_1512,72,North,70,227,15890,8,11
2023-07-01,1211,Product_1211,66,West,21,12,252,7,28
2023-05-24,1118,Product_1118,56,North,90,379,34110,5,27
2023-09-14,1384,Product_1384,7,East,7,197,1379,9,1
2022-06-04,1259,Product_1259,90,West,50,173,8650,6,14
2022-01-29,1398,Product_1398,40,North,145,450,65250,1,23
2023-05-29,1174,Product_1174,19,West,84,248,20832,5,29
2022-12-10,1413,Product_1413,70,North,92,422,38824,12,5
2022-05-23,1133,Product_1133,97,North,80,244,19520,5,3
2022-11-30,1101,Product_1101,11,East,112,471,52752,11,17
2022-11-22,1384,Product_1384,52,South,83,197,16351,11,21
2023-10-04,1454,Product_1454,12,South,53,46,2438,10,8
2023-09-23,1061,Product_1061,92,North,20,349,6980,9,20
2023-03-02,1959,Product_1959,62,East,81,303,24543,3,21
2023-01-27,1900,Product_1900,73,North,28,342,9576,1,26
2023-09-10,1565,Product_1565,23,South,120,135,16200,9,19
2022-01-09,1816,Product_1816,40,West,146,290,42340,1,23
2023-06-15,1006,Product_1006,70,East,59,276,16284,6,5
2023-09-06,1867,Product_1867,50,South,53,256,13568,9,0
2022-10-19,1514,Product_1514,64,South,44,444,19536,10,2
2022-03-31,1331,Product_1331,19,South,156,73,11388,3,29
2021-12-06,1378,Product_1378,84,East,26,487,12662,12,21
2023-03-14,1444,Product_1444,18,East,4,88,352,3,28
2022-09-13,1334,Product_1334,27,South,71,158,11218,9,17
2022-02-12,1467,Product_1467,97,East,33,146,4818,2,3
2022-09-21,1936,Product_1936,93,North,2,96,192,9,17
2022-03-15,1660,Product_1660,73,East,17,39,663,3,26
2023-05-17,1287,Product_1287,44,East,2,309,618,5,20
2022-09-07,1011,Product_1011,58,South,136,341,46376,9,20
2023-01-05,1996,Product_1996,62,West,144,362,52128,1,21
2021-11-01,1103,Product_1103,50,West,29,117,3393,11,0
2023-02-25,1622,Product_1622,91,West,131,375,49125,2,19
2023-09-20,1262,Product_1262,53,West,135,105,14175,9,18
2022-08-02,1434,Product_1434,61,West,5,419,2095,8,30
2023-10-09,1172,Product_1172,75,North,93,88,8184,10,25
2022-02-10,1606,Product_1606,50,North,56,357,19992,2,0
2023-02-11,1320,Product_1320,54,East,1,335,335,2,22
2021-11-10,1955,Product_1955,42,West,70,437,30590,11,5
2022-10-03,1714,Product_1714,59,West,13,23,299,10,6
2023-10-15,1044,Product_1044,8,North,7,107,749,10,20
2023-09-02,1545,Product_1545,14,East,121,193,23353,9,25
2023-05-08,1210,Product_1210,13,South,86,253,21758,5,29
2022-09-04,1906,Product_1906,71,North,98,319,31262,9,1
2022-02-22,1736,Product_1736,79,North,76,479,36404,2,4
2022-07-23,1416,Product_1416,44,West,61,77,4697,7,20
2022-05-11,1263,Product_1263,43,West,66,164,10824,5,7
2022-05-01,1300,Product_1300,18,North,49,436,21364,5,28
2023-08-31,1455,Product_1455,36,North,22,360,7920,8,13
2023-08-14,1225,Product_1225,31,North,51,39,1989,8,18
2023-04-19,1103,Product_1103,4,West,28,117,3276,4,25
2023-09-15,1986,Product_1986,77,South,60,222,13320,9,30
2022-08-01,1220,Product_1220,39,East,58,245,14210,8,3
2021-12-15,1333,Product_1333,94,East,119,46,5474,12,27
2022-08-18,1417,Product_1417,55,West,66,468,30888,8,9
2022-03-31,1300,Product_1300,19,South,99,436,43164,3,29
2021-11-07,1634,Product_1634,68,South,146,75,10950,11,25
2022-10-24,1484,Product_1484,65,South,87,126,10962,10,6
2022-07-10,1960,Product_1960,40,East,128,477,61056,7,23
2022-02-09,1456,Product_1456,96,South,121,470,56870,2,18
2023-02-19,1435,Product_1435,76,North,56,414,23184,2,10
2022-09-11,1393,Product_1393,76,East,25,462,11550,9,10
2023-04-14,1733,Product_1733,84,South,46,181,8326,4,21
2023-07-28,1042,Product_1042,75,North,46,411,18906,7,25
2023-05-21,1209,Product_1209,30,East,109,90,9810,5,7
2021-12-23,1848,Product_1848,95,North,46,10,460,12,6
2022-08-07,1965,Product_1965,28,South,89,386,34354,8,24
2021-11-13,1010,Product_1010,49,West,83,289,23987,11,16
2023-04-21,1215,Product_1215,93,South,56,116,6496,4,17
2021-10-20,1163,Product_1163,41,North,91,212,19292,10,10
2023-04-21,1224,Product_1224,86,West,29,457,13253,4,28
2022-03-09,1736,Product_1736,49,South,51,479,24429,3,16
2023-07-29,1245,Product_1245,29,North,72,132,9504,7,24
2022-04-25,1657,Product_1657,1,South,94,355,33370,4,29
2022-02-24,1702,Product_1702,85,East,28,164,4592,2,14
2022-05-08,1772,Product_1772,31,South,62,400,24800,5,18
2022-02-23,1798,Product_1798,27,East,75,107,8025,2,17
2022-07-03,1015,Product_1015,35,West,51,30,1530,7,15
2023-08-26,1193,Product_1193,8,West,97,260,25220,8,20
2023-04-19,1008,Product_1008,40,West,60,79,4740,4,23
2022-05-01,1513,Product_1513,58,East,106,280,29680,5,20
2023-09-22,1292,Product_1292,72,North,114,457,52098,9,11
2022-01-31,1083,Product_1083,6,South,21,146,3066,1,17
2023-04-07,1954,Product_1954,15,North,138,238,32844,4,19
2022-07-11,1208,Product_1208,21,West,103,283,29149,7,29
2022-11-07,1057,Product_1057,37,West,93,457,42501,11,6
2022-07-06,1984,Product_1984,70,West,81,414,33534,7,5
2022-12-07,1850,Product_1850,54,South,113,85,9605,12,22
2022-10-12,1511,Product_1511,29,East,12,262,3144,10,24
2022-01-02,1617,Product_1617,58,West,113,351,39663,1,20
2022-10-09,1647,Product_1647,89,South,53,166,8798,10,24
2023-05-26,1819,Product_1819,87,North,39,227,8853,5,11
2022-04-25,1330,Product_1330,91,North,126,451,56826,4,19
2023-09-04,1460,Product_1460,87,East,105,145,15225,9,11
2022-08-05,1588,Product_1588,19,West,76,230,17480,8,29
2021-12-03,1968,Product_1968,92,West,63,389,24507,12,20
2023-05-15,1324,Product_1324,34,West,89,443,39427,5,6
2022-01-10,1209,Product_1209,58,East,118,90,10620,1,20
2022-02-19,1743,Product_1743,71,West,92,180,16560,2,1
2022-10-12,1124,Product_1124,13,North,84,40,3360,10,29
2023-03-31,1691,Product_1691,4,East,31,454,14074,3,25
2021-12-24,1461,Product_1461,11,East,76,261,19836,12,17
2023-08-07,1289,Product_1289,50,West,83,348,28884,8,0
2022-10-29,1213,Product_1213,21,North,134,290,38860,10,29
2022-03-30,1431,Product_1431,60,North,150,299,44850,3,26
2022-11-03,1096,Product_1096,21,North,13,418,5434,11,29
2023-08-06,1919,Product_1919,43,West,58,168,9744,8,7
2022-10-12,1248,Product_1248,45,North,1,227,227,10,11
2022-04-25,1502,Product_1502,42,North,101,384,38784,4,5
2022-09-06,1732,Product_1732,26,West,64,172,11008,9,22
2023-01-12,1524,Product_1524,31,East,125,42,5250,1,18
2023-02-05,1504,Product_1504,49,West,87,251,21837,2,16
2021-11-01,1817,Product_1817,68,West,92,390,35880,11,25
2022-04-21,1090,Product_1090,3,South,152,331,50312,4,28
2022-02-07,1704,Product_1704,39,South,43,96,4128,2,3
2023-03-11,1710,Product_1710,48,South,143,30,4290,3,27
2022-08-05,1771,Product_1771,21,East,161,51,8211,8,29
2022-08-10,1575,Product_1575,18,North,16,172,2752,8,28
2023-01-13,1841,Product_1841,97,West,105,199,20895,1,3
2022-05-22,1743,Product_1743,35,West,48,180,8640,5,15
2023-07-13,1738,Product_1738,32,East,25,266,6650,7,23
2023-05-09,1166,Product_1166,55,West,16,186,2976,5,9
2021-11-15,1250,Product_1250,11,North,114,36,4104,11,17
2023-07-11,1446,Product_1446,58,East,23,206,4738,7,20
2022-06-07,1185,Product_1185,95,East,4,364,1456,6,6
2023-05-07,1248,Product_1248,94,East,29,227,6583,5,27
2022-09-05,1783,Product_1783,38,South,44,422,18568,9,7
2022-06-09,1986,Product_1986,46,East,6,222,1332,6,29
2023-08-20,1339,Product_1339,20,East,108,359,38772,8,10
2022-12-30,1445,Product_1445,26,East,19,311,5909,12,22
2023-04-05,1137,Product_1137,11,East,73,405,29565,4,17
2022-11-26,1108,Product_1108,66,East,145,21,3045,11,28
2021-12-11,1829,Product_1829,81,East,21,364,7644,12,2
2022-08-28,1416,Product_1416,88,North,17,77,1309,8,16
2022-07-27,1966,Product_1966,94,East,137,397,54389,7,27
2023-10-15,1425,Product_1425,37,North,88,497,43736,10,6
2021-11-19,1043,Product_1043,6,North,42,102,4284,11,17
2022-09-21,1941,Product_1941,54,East,7,404,2828,9,22
2022-04-20,1341,Product_1341,87,West,104,133,13832,4,11
2021-11-11,1848,Product_1848,47,West,122,10,1220,11,20
2023-04-16,1200,Product_1200,99,West,14,480,6720,4,27
2023-01-08,1377,Product_1377,47,West,64,433,27712,1,20
2022-01-01,1103,Product_1103,26,East,108,117,12636,1,22
2021-10-29,1457,Product_1457,25,South,9,366,3294,10,2
2023-02-15,1995,Product_1995,36,West,11,283,3113,2,13
2023-01-18,1990,Product_1990,21,West,129,384,49536,1,29
2023-05-08,1414,Product_1414,58,South,83,123,10209,5,20
2023-05-06,1900,Product_1900,43,North,25,342,8550,5,7
2023-08-10,1631,Product_1631,23,South,79,197,15563,8,19
2022-03-28,1401,Product_1401,65,South,4,102,408,3,6
2021-11-02,1389,Product_1389,59,West,48,364,17472,11,6
2022-04-15,1361,Product_1361,61,South,50,41,2050,4,30
2022-12-05,1433,Product_1433,74,South,98,150,14700,12,14
2021-12-11,1382,Product_1382,89,South,44,234,10296,12,24
2022-12-01,1027,Product_1027,86,West,26,225,5850,12,28
2021-11-10,1106,Product_1106,72,South,18,34,612,11,11
2021-11-18,1791,Product_1791,64,East,8,413,3304,11,2
2023-09-22,1964,Product_1964,33,West,106,218,23108,9,20
2022-07-06,1539,Product_1539,76,West,18,180,3240,7,10
2022-05-12,1185,Product_1185,48,South,96,364,34944,5,27
2021-12-17,1194,Product_1194,39,West,35,447,15645,12,3
2023-02-02,1145,Product_1145,12,North,83,487,40421,2,8
2023-01-28,1771,Product_1771,76,South,49,51,2499,1,10
2021-10-31,1871,Product_1871,11,West,125,269,33625,10,17
2023-07-12,1688,Product_1688,48,South,124,14,1736,7,27
2022-08-05,1127,Product_1127,8,South,122,275,33550,8,20
2022-10-08,1895,Product_1895,51,South,81,33,2673,10,3
2023-07-20,1105,Product_1105,8,North,84,427,35868,7,20
2022-01-02,1415,Product_1415,80,West,48,374,17952,1,21
2023-10-05,1351,Product_1351,82,East,105,386,40530,10,11
2023-05-03,1382,Product_1382,85,North,54,234,12636,5,14
2023-06-02,1722,Product_1722,68,North,23,190,4370,6,25
2023-01-03,1348,Product_1348,71,East,87,376,32712,1,1
2022-06-17,1480,Product_1480,98,North,24,77,1848,6,14
2022-03-22,1833,Product_1833,98,North,59,431,25429,3,14
2022-01-23,1313,Product_1313,36,South,97,32,3104,1,13
2023-10-15,1522,Product_1522,30,East,101,436,44036,10,7
2022-08-09,1878,Product_1878,90,East,116,408,47328,8,14
2022-05-16,1992,Product_1992,12,West,103,126,12978,5,8
2022-09-27,1359,Product_1359,75,North,142,140,19880,9,25
2022-01-15,1320,Product_1320,29,West,44,335,14740,1,24
2022-11-13,1383,Product_1383,3,East,154,50,7700,11,28
2022-09-09,1016,Product_1016,62,East,124,295,36580,9,21
2022-03-25,1369,Product_1369,11,East,119,104,12376,3,17
2023-08-18,1847,Product_1847,73,East,15,372,5580,8,26
2023-08-01,1065,Product_1065,90,East,79,171,13509,8,14
2023-07-14,1885,Product_1885,59,South,34,41,1394,7,6
2023-05-19,1112,Product_1112,72,North,2,11,22,5,11
2023-06-30,1643,Product_1643,85,East,14,61,854,6,14
2023-08-09,1415,Product_1415,72,West,49,374,18326,8,11
2022-03-05,1070,Product_1070,42,North,42,177,7434,3,5
2023-08-24,1924,Product_1924,6,East,120,277,33240,8,17
2022-12-21,1060,Product_1060,55,East,59,279,16461,12,9
2023-01-14,1443,Product_1443,82,East,7,371,2597,1,11
2023-06-23,1968,Product_1968,6,South,38,389,14782,6,17
2022-03-09,1313,Product_1313,21,East,19,32,608,3,29
2022-01-10,1482,Product_1482,44,South,133,47,6251,1,20
2022-04-14,1243,Product_1243,48,South,158,347,54826,4,27
2022-05-05,1820,Product_1820,87,South,59,454,26786,5,11
2023-07-05,1516,Product_1516,36,East,71,423,30033,7,13
2023-05-10,1369,Product_1369,82,North,101,104,10504,5,11
2023-09-10,1316,Product_1316,91,West,46,202,9292,9,19
2022-12-14,1020,Product_1020,45,West,12,106,1272,12,11
2022-11-24,1697,Product_1697,3,North,14,480,6720,11,28
2023-09-17,1720,Product_1720,59,South,66,384,25344,9,6
2023-02-02,1230,Product_1230,12,West,25,146,3650,2,8
2022-05-25,1525,Product_1525,84,West,71,490,34790,5,21
2023-10-18,1863,Product_1863,19,West,128,27,3456,10,29
2023-07-13,1590,Product_1590,23,South,113,367,41471,7,19
2022-04-12,1468,Product_1468,5,North,161,90,14490,4,27
2021-11-11,1693,Product_1693,51,West,64,104,6656,11,3
2023-10-14,1077,Product_1077,19,North,51,61,3111,10,29
2022-06-11,1808,Product_1808,12,South,75,215,16125,6,8
2021-11-01,1783,Product_1783,92,East,10,422,4220,11,20
2022-01-28,1562,Product_1562,57,West,26,116,3016,1,9
2023-04-08,1768,Product_1768,37,West,105,122,12810,4,6
2023-03-26,1807,Product_1807,34,North,23,25,575,3,6
2023-01-14,1529,Product_1529,80,South,68,25,1700,1,21
2022-12-24,1289,Product_1289,63,North,32,348,11136,12,1
2023-06-17,1217,Product_1217,4,East,73,443,32339,6,25
2023-10-02,1956,Product_1956,54,East,98,211,20678,10,22
2023-04-05,1099,Product_1099,54,North,138,468,64584,4,22
2023-10-12,1148,Product_1148,6,North,88,295,25960,10,17
2023-08-02,1384,Product_1384,7,East,94,197,18518,8,1
2022-08-08,1154,Product_1154,34,East,68,137,9316,8,6
2022-01-28,1946,Product_1946,68,South,132,218,28776,1,25
2023-03-05,1394,Product_1394,15,North,24,205,4920,3,19
2022-08-19,1375,Product_1375,13,North,38,235,8930,8,29
2023-04-12,1101,Product_1101,73,South,79,471,37209,4,26
2023-04-25,1626,Product_1626,37,North,89,34,3026,4,6
2022-10-09,1781,Product_1781,81,South,71,163,11573,10,2
2022-08-18,1091,Product_1091,38,East,73,29,2117,8,7
2023-02-27,1950,Product_1950,78,West,50,125,6250,2,3
2023-08-08,1410,Product_1410,31,West,18,474,8532,8,18
2022-06-03,1405,Product_1405,66,East,27,325,8775,6,28
2022-06-12,1020,Product_1020,83,East,83,106,8798,6,14
2023-01-17,1631,Product_1631,83,West,96,197,18912,1,14
2021-11-01,1407,Product_1407,60,South,80,396,31680,11,26
2022-05-17,1018,Product_1018,13,South,139,228,31692,5,29
2022-11-20,1535,Product_1535,21,West,158,107,16906,11,29
2022-01-27,1537,Product_1537,95,East,28,83,2324,1,6
2021-11-19,1152,Product_1152,44,South,28,100,2800,11,20
2023-03-31,1300,Product_1300,28,South,90,436,39240,3,24
2023-07-30,1875,Product_1875,57,East,115,369,42435,7,9
2022-09-13,1412,Product_1412,1,East,114,27,3078,9,29
2022-04-03,1201,Product_1201,99,West,33,139,4587,4,27
2023-01-21,1138,Product_1138,10,South,94,314,29516,1,13
2022-01-27,1791,Product_1791,8,West,120,413,49560,1,20
2023-07-02,1023,Product_1023,77,North,150,415,62250,7,30
2022-04-10,1011,Product_1011,63,South,33,341,11253,4,1
2022-03-30,1134,Product_1134,83,West,101,184,18584,3,14
2023-10-17,1935,Product_1935,67,West,101,325,32825,10,27
2022-07-09,1080,Product_1080,67,North,151,189,28539,7,27
2022-07-20,1354,Product_1354,27,North,76,291,22116,7,17
2021-10-22,1069,Product_1069,18,East,9,213,1917,10,28
2021-11-16,1203,Product_1203,35,South,15,130,1950,11,15
2022-09-10,1590,Product_1590,44,West,82,367,30094,9,20
2022-03-17,1991,Product_1991,98,South,109,167,18203,3,14
2023-04-12,1278,Product_1278,94,North,124,73,9052,4,27
2023-02-19,1710,Product_1710,8,South,82,30,2460,2,20
2022-12-31,1378,Product_1378,85,West,128,487,62336,12,14
2021-12-23,1293,Product_1293,46,East,153,214,32742,12,29
2022-10-10,1414,Product_1414,83,South,88,123,10824,10,14
2023-04-05,1796,Product_1796,43,West,101,13,1313,4,7
2022-06-28,1427,Product_1427,46,East,124,170,21080,6,29
2022-06-11,1155,Product_1155,40,West,75,175,13125,6,23
2022-06-03,1587,Product_1587,94,South,43,244,10492,6,27
2023-03-28,1730,Product_1730,56,East,98,495,48510,3,27
2022-08-28,1835,Product_1835,27,North,6,426,2556,8,17
2021-12-07,1276,Product_1276,20,South,98,112,10976,12,10
2022-02-14,1264,Product_1264,78,North,106,463,49078,2,3
2021-12-12,1048,Product_1048,57,West,117,459,53703,12,9
2023-07-31,1609,Product_1609,12,North,108,136,14688,7,8
2023-05-07,1292,Product_1292,23,South,114,457,52098,5,19
2021-12-02,1020,Product_1020,12,West,99,106,10494,12,8
2021-12-11,1443,Product_1443,44,South,96,371,35616,12,20
2023-05-28,1534,Product_1534,39,North,4,228,912,5,3
2023-04-30,1471,Product_1471,42,East,91,98,8918,4,5
2023-03-28,1137,Product_1137,94,South,20,405,8100,3,27
2023-08-27,1229,Product_1229,48,East,4,251,1004,8,27
2022-01-29,1837,Product_1837,91,East,100,285,28500,1,19
2022-11-21,1404,Product_1404,88,East,111,280,31080,11,16
2022-03-06,1356,Product_1356,67,South,24,431,10344,3,27
2023-08-25,1540,Product_1540,94,South,154,417,64218,8,27
2022-11-10,1826,Product_1826,35,North,25,312,7800,11,15
2022-02-07,1935,Product_1935,97,South,32,325,10400,2,3
2023-06-25,1020,Product_1020,37,West,16,106,1696,6,6
2021-11-05,1853,Product_1853,40,West,72,473,34056,11,23
2022-04-19,1610,Product_1610,16,South,132,128,16896,4,28
2023-04-08,1574,Product_1574,48,South,87,471,40977,4,27
2023-04-13,1813,Product_1813,18,West,90,47,4230,4,28
2022-04-08,1644,Product_1644,18,North,95,332,31540,4,28
2022-12-02,1526,Product_1526,14,East,126,439,55314,12,25
2022-11-01,1104,Product_1104,96,South,119,108,12852,11,18
2022-04-25,1622,Product_1622,76,East,67,375,25125,4,10
2022-06-06,1850,Product_1850,42,South,105,85,8925,6,5
2022-02-15,1335,Product_1335,2,South,95,72,6840,2,23
2022-03-24,1423,Product_1423,53,South,89,107,9523,3,18
2023-09-06,1622,Product_1622,90,South,45,375,16875,9,14
2023-01-27,1874,Product_1874,87,North,38,427,16226,1,11
2022-01-31,1854,Product_1854,60,North,30,215,6450,1,26
2023-06-15,1003,Product_1003,35,East,126,396,49896,6,15
2023-09-17,1468,Product_1468,64,South,87,90,7830,9,2
2023-03-05,1663,Product_1663,33,South,83,359,29797,3,20
2023-09-12,1553,Product_1553,41,South,88,483,42504,9,10
2023-09-01,1886,Product_1886,63,North,54,170,9180,9,1
2023-09-18,1537,Product_1537,89,East,104,83,8632,9,24
2022-04-12,1873,Product_1873,4,East,14,112,1568,4,25
2023-08-24,1193,Product_1193,21,South,16,260,4160,8,29
2022-12-14,1359,Product_1359,4,West,75,140,10500,12,25
2022-03-02,1519,Product_1519,95,South,106,110,11660,3,6
2022-11-14,1072,Product_1072,56,South,161,183,29463,11,27
2023-03-04,1961,Product_1961,79,South,104,349,36296,3,4
2023-08-15,1077,Product_1077,4,East,35,61,2135,8,25
2021-11-21,1659,Product_1659,4,West,120,101,12120,11,25
2021-12-13,1833,Product_1833,3,West,157,431,67667,12,28
2023-03-22,1067,Product_1067,55,West,29,492,14268,3,9
2023-07-19,1866,Product_1866,69,West,102,64,6528,7,8
2021-10-31,1694,Product_1694,83,West,74,213,15762,10,14
2023-03-31,1333,Product_1333,32,South,54,46,2484,3,23
2023-10-09,1084,Product_1084,58,West,37,65,2405,10,20
2023-04-27,1495,Product_1495,73,West,42,450,18900,4,26
2022-10-27,1078,Product_1078,67,North,58,431,24998,10,27
2023-02-15,1550,Product_1550,34,South,35,83,2905,2,6
2023-07-28,1305,Product_1305,63,South,27,254,6858,7,1
2022-06-04,1019,Product_1019,89,West,21,263,5523,6,24
2023-07-04,1581,Product_1581,10,West,58,235,13630,7,13
2022-08-22,1155,Product_1155,32,East,74,175,12950,8,23
2023-01-19,1116,Product_1116,5,West,127,276,35052,1,27
2022-03-28,1879,Product_1879,29,South,52,168,8736,3,24
2022-09-15,1938,Product_1938,7,West,92,58,5336,9,1
2022-06-01,1449,Product_1449,15,East,126,139,17514,6,19
2023-10-18,1027,Product_1027,2,North,45,225,10125,10,23
2023-03-07,1886,Product_1886,10,South,42,170,7140,3,13
2023-01-18,1609,Product_1609,11,West,58,136,7888,1,17
2021-12-03,1973,Product_1973,53,North,11,209,2299,12,18
2022-05-21,1328,Product_1328,56,North,111,310,34410,5,27
2021-12-17,1662,Product_1662,40,North,21,176,3696,12,23
2023-07-25,1363,Product_1363,58,East,139,195,27105,7,20
2023-06-27,1418,Product_1418,85,South,79,497,39263,6,14
2022-05-02,1021,Product_1021,76,East,25,192,4800,5,10
2023-02-20,1260,Product_1260,68,South,151,442,66742,2,25
2022-03-25,1059,Product_1059,92,West,41,69,2829,3,20
2023-06-21,1936,Product_1936,93,West,99,96,9504,6,17
2022-06-02,1412,Product_1412,77,East,153,27,4131,6,30
2022-12-05,1162,Product_1162,82,West,115,26,2990,12,11
2022-05-12,1113,Product_1113,27,South,12,162,1944,5,17
2022-01-06,1353,Product_1353,3,South,157,343,53851,1,28
2022-02-20,1195,Product_1195,99,East,140,467,65380,2,27
2023-02-02,1044,Product_1044,39,East,78,107,8346,2,3
2022-05-25,1624,Product_1624,22,South,76,489,37164,5,11
2023-03-19,1904,Product_1904,81,North,59,217,12803,3,2
2023-06-13,1178,Product_1178,92,North,125,360,45000,6,20
2022-01-31,1781,Product_1781,61,South,47,163,7661,1,30
2022-11-16,1492,Product_1492,38,West,33,384,12672,11,7
2023-07-12,1324,Product_1324,16,North,80,443,35440,7,28
2023-07-26,1369,Product_1369,69,West,104,104,10816,7,8
2023-06-19,1567,Product_1567,86,South,83,41,3403,6,28
2022-12-27,1878,Product_1878,17,West,62,408,25296,12,3
2022-09-15,1346,Product_1346,61,North,163,175,28525,9,30
2022-03-11,1778,Product_1778,75,West,64,459,29376,3,25
2023-04-12,1925,Product_1925,86,North,31,297,9207,4,28
2022-07-24,1114,Product_1114,44,North,33,274,9042,7,20
2022-06-09,1356,Product_1356,44,South,97,431,41807,6,20
2023-04-01,1166,Product_1166,41,West,114,186,21204,4,10
2023-05-13,1353,Product_1353,55,North,33,343,11319,5,9
2022-01-17,1114,Product_1114,3,South,121,274,33154,1,28
2023-02-23,1407,Product_1407,91,North,101,396,39996,2,19
2022-05-06,1591,Product_1591,13,South,159,222,35298,5,29
2022-10-16,1825,Product_1825,77,North,57,52,2964,10,30
2023-01-03,1797,Product_1797,51,North,19,88,1672,1,3
2021-11-14,1919,Product_1919,54,East,49,168,8232,11,22
2021-11-13,1322,Product_1322,94,East,88,308,27104,11,27
2022-11-17,1540,Product_1540,18,South,134,417,55878,11,28
2023-03-10,1041,Product_1041,40,South,45,466,20970,3,23
2022-08-16,1459,Product_1459,97,South,3,214,642,8,3
2022-09-23,1118,Product_1118,81,West,22,379,8338,9,2
2022-07-13,1573,Product_1573,10,South,20,229,4580,7,13
2023-01-23,1666,Product_1666,41,East,10,223,2230,1,10
2023-09-12,1796,Product_1796,44,South,139,13,1807,9,20
2023-01-18,1449,Product_1449,88,South,107,139,14873,1,16
2022-10-14,1440,Product_1440,93,North,125,272,34000,10,17
2021-12-26,1188,Product_1188,8,West,56,23,1288,12,20
2022-12-05,1284,Product_1284,36,South,105,31,3255,12,13
2023-02-22,1103,Product_1103,56,East,161,117,18837,2,27
2021-12-07,1568,Product_1568,14,West,98,251,24598,12,25
2023-09-06,1456,Product_1456,29,South,50,470,23500,9,24
2023-05-06,1310,Product_1310,7,West,15,398,5970,5,1
2022-01-29,1883,Product_1883,89,North,38,428,16264,1,24
2022-05-23,1683,Product_1683,42,West,34,492,16728,5,5
2022-12-31,1383,Product_1383,30,North,68,50,3400,12,7
2023-09-19,1667,Product_1667,92,South,63,84,5292,9,20
2023-05-11,1164,Product_1164,74,East,64,410,26240,5,14
2023-05-01,1406,Product_1406,47,North,23,168,3864,5,20
2022-03-27,1844,Product_1844,34,West,82,121,9922,3,6
2023-02-20,1580,Product_1580,62,North,102,57,5814,2,21
2023-09-05,1991,Product_1991,16,East,81,167,13527,9,28
2022-06-18,1475,Product_1475,74,North,38,122,4636,6,14
2021-10-24,1057,Product_1057,29,South,61,457,27877,10,24
2023-06-07,1718,Product_1718,15,South,59,253,14927,6,19
2022-10-15,1983,Product_1983,92,North,110,450,49500,10,20
2023-01-21,1415,Product_1415,51,East,1,374,374,1,3
2022-06-24,1596,Product_1596,56,West,103,412,42436,6,27
2023-05-08,1836,Product_1836,88,North,56,366,20496,5,16
2023-08-23,1612,Product_1612,42,West,84,63,5292,8,5
